CCLE_Name,lineage_subtype,id
SNU489_CENTRAL_NERVOUS_SYSTEM,glioma,10
NCIH1734_LUNG,NSCLC,4
WM2664_SKIN,melanoma,2
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
CL11_LARGE_INTESTINE,colorectal_adenocarcinoma,1
HCC2998_LARGE_INTESTINE,colorectal_adenocarcinoma,1
COLO201_LARGE_INTESTINE,colorectal_adenocarcinoma,1
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,hodgkin_lymphoma,22
SF539_CENTRAL_NERVOUS_SYSTEM,glioma,10
HSC3_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
MOGGUVW_CENTRAL_NERVOUS_SYSTEM,glioma,10
SCC9_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
NCIH1993_LUNG,NSCLC,4
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
PLCPRF5_LIVER,hepatocellular_carcinoma,40
CA922_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_carcinoma,78
HUH6CLONE5,hepatoblastoma,55
JL1_PLEURA,mesothelioma,26
DMS53_LUNG,SCLC,30
SKLMS1_SOFT_TISSUE,leiomyosarcoma,34
HUTU80_SMALL_INTESTINE,duodenal_adenocarcinoma,53
K5_THYROID,thyroid_carcinoma,21
NCIH660_PROSTATE,prostate_small_cell,37
SH10TC_STOMACH,gastric_adenocarcinoma,16
LB831BLC_URINARY_TRACT,bladder_carcinoma,3
ML1_THYROID,thyroid_carcinoma,21
MDAMB157_BREAST,breast_ductal_carcinoma,14
HEC1A_ENDOMETRIUM,endometrial_adenocarcinoma,36
NCIH2085_LUNG,NSCLC,4
IMR32_AUTONOMIC_GANGLIA,neuroblastoma,24
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
HS936T_SKIN,melanoma,2
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
SW1573_LUNG,NSCLC,4
NB12_AUTONOMIC_GANGLIA,neuroblastoma,24
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
HCC2108_LUNG,NSCLC,4
SW13_ADRENAL_CORTEX,adrenal_carcinoma,69
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
UBLC1_URINARY_TRACT,bladder_carcinoma,3
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CLL,45
NCIH1304_LUNG,SCLC,30
BT20_BREAST,breast_ductal_carcinoma,14
KMRC3_KIDNEY,renal_cell_carcinoma,15
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
KP2_PANCREAS,exocrine,8
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
HEC251_ENDOMETRIUM,endometrial_adenocarcinoma,36
OC314_OVARY,ovary_adenocarcinoma,5
CAL12T_LUNG,NSCLC,4
EW16_BONE,Ewing_sarcoma,13
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
NCIH1651_LUNG,NSCLC,4
LS123_LARGE_INTESTINE,colorectal_adenocarcinoma,1
HEC50B_ENDOMETRIUM,endometrial_adenocarcinoma,36
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,hodgkin_lymphoma,22
BHY_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
NCIH1623_LUNG,NSCLC,4
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
KPNRTBM1_AUTONOMIC_GANGLIA,neuroblastoma,24
SKGIIIA_CERVIX,cervical_carcinoma,54
OVISE_OVARY,ovary_adenocarcinoma,5
SNU387_LIVER,hepatocellular_carcinoma,40
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
SCC4_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
HA7RCC_KIDNEY,renal_cell_carcinoma,15
NCIH2227_LUNG,SCLC,30
SNU1033_LARGE_INTESTINE,colorectal_adenocarcinoma,1
SNU119_OVARY,ovary_adenocarcinoma,5
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
HCC1588_LUNG,NSCLC,4
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
SKMEL3_SKIN,melanoma,2
HT115_LARGE_INTESTINE,colorectal_adenocarcinoma,1
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
COLO684_ENDOMETRIUM,endometrial_adenocarcinoma,36
CAL148_BREAST,breast_ductal_carcinoma,14
NCIH322_LUNG,NSCLC,4
NCIH1435_LUNG,NSCLC,4
NCIH1755_LUNG,NSCLC,4
COLO668_LUNG,SCLC,30
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
GMEL_SKIN,melanoma,2
ONCODG1_OVARY,ovary_adenocarcinoma,5
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
NCIH1876_LUNG,SCLC,30
JHU022_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
U87MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
D336MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
TGW_AUTONOMIC_GANGLIA,neuroblastoma,24
A431_SKIN,skin_squamous,65
NCIH1339_LUNG,SCLC,30
PC3_PROSTATE,prostate_adenocarcinoma,27
IHH4_THYROID,thyroid_carcinoma,21
CP66MEL_SKIN,melanoma,2
NCIH1092_LUNG,SCLC,30
SNU886_LIVER,hepatocellular_carcinoma,40
UACC893_BREAST,breast_ductal_carcinoma,14
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
SW626_OVARY,colorectal_adenocarcinoma,1
C3A_LIVER,hepatocellular_carcinoma,40
NCIH2347_LUNG,NSCLC,4
PEO1_OVARY,ovary_adenocarcinoma,5
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
LC2AD_LUNG,NSCLC,4
SW156_KIDNEY,renal_cell_carcinoma,15
MKN1_STOMACH,gastric_adenocarcinoma,16
SKN_ENDOMETRIUM,endometrial_squamous,74
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
SNU719_STOMACH,gastric_adenocarcinoma,16
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CLL,45
LU134A_LUNG,SCLC,30
SU8686_PANCREAS,exocrine,8
NCIH520_LUNG,NSCLC,4
SKES1_BONE,Ewing_sarcoma,13
ACN,neuroblastoma,24
OSC19_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
DV90_LUNG,NSCLC,4
MDAMB435S_SKIN,melanoma,2
SNU601_STOMACH,gastric_adenocarcinoma,16
AM38_CENTRAL_NERVOUS_SYSTEM,glioma,10
CALU3_LUNG,NSCLC,4
MS1_SKIN,SCLC,30
NCIH2170_LUNG,NSCLC,4
LN229_CENTRAL_NERVOUS_SYSTEM,glioma,10
MSTO211H_PLEURA,mesothelioma,26
PFSK1_CENTRAL_NERVOUS_SYSTEM,PNET,75
HEC59_ENDOMETRIUM,endometrial_adenocarcinoma,36
786O_KIDNEY,renal_cell_carcinoma,15
NOS1_BONE,osteosarcoma,25
MPP89_PLEURA,mesothelioma,26
RKN_SOFT_TISSUE,leiomyosarcoma,34
NCIH841_LUNG,SCLC,30
HMC18_BREAST,breast_carcinoma,6
SNU1077_ENDOMETRIUM,mullerian_carcinoma,43
LUDLU1_LUNG,NSCLC,4
NCIH748_LUNG,SCLC,30
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
2313287_STOMACH,gastric_adenocarcinoma,16
BE2M17_AUTONOMIC_GANGLIA,neuroblastoma,24
HS852T_SKIN,melanoma,2
OV56_OVARY,ovary_adenocarcinoma,5
D283MED_CENTRAL_NERVOUS_SYSTEM,medulloblastoma,20
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
NO11_CENTRAL_NERVOUS_SYSTEM,glioma,10
DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
KYSE410_OESOPHAGUS,esophagus_squamous,44
NCIH187_LUNG,SCLC,30
U251MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
RT112_URINARY_TRACT,bladder_carcinoma,3
JHOC5_OVARY,ovary_adenocarcinoma,5
HS766T_PANCREAS,exocrine,8
SKMEL30_SKIN,melanoma,2
HCC2279_LUNG,NSCLC,4
SNU1196_BILIARY_TRACT,cholangiocarcinoma,39
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
OVKATE_OVARY,ovary_adenocarcinoma,5
CORL105_LUNG,NSCLC,4
TOV21G_OVARY,ovary_adenocarcinoma,5
RERFLCKJ_LUNG,NSCLC,4
HELA_CERVIX,cervical_carcinoma,54
NB17_AUTONOMIC_GANGLIA,neuroblastoma,24
ETK1_BILIARY_TRACT,cholangiocarcinoma,39
EKVX_LUNG,NSCLC,4
TCCPAN2_PANCREAS,exocrine,8
TE1_OESOPHAGUS,esophagus_squamous,44
SKLU1_LUNG,NSCLC,4
SNU213_PANCREAS,exocrine,8
KS1_CENTRAL_NERVOUS_SYSTEM,glioma,10
BICR22_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
G402_SOFT_TISSUE,malignant_rhabdoid_tumor,28
KPNYS_AUTONOMIC_GANGLIA,neuroblastoma,24
NCIH596_LUNG,NSCLC,4
HEC265_ENDOMETRIUM,endometrial_adenocarcinoma,36
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
SW620_LARGE_INTESTINE,colorectal_adenocarcinoma,1
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
RERFLCAI_LUNG,NSCLC,4
BICR18_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
NCIH1355_LUNG,NSCLC,4
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
EW1_BONE,Ewing_sarcoma,13
NCIH2171_LUNG,SCLC,30
HTCC3_THYROID,thyroid_carcinoma,21
RERFLCMS_LUNG,NSCLC,4
EW24_BONE,Ewing_sarcoma,13
PATU8988S_PANCREAS,exocrine,8
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
NB14_AUTONOMIC_GANGLIA,neuroblastoma,24
BT483_BREAST,breast_ductal_carcinoma,14
FLO1_OESOPHAGUS,esophagus_adenocarcinoma,48
SKNDZ_AUTONOMIC_GANGLIA,neuroblastoma,24
NCIH1341_LUNG,SCLC,30
SNUC2B_LARGE_INTESTINE,colorectal_adenocarcinoma,1
DMS454_LUNG,SCLC,30
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
BB30HNC_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
RO82W1_THYROID,thyroid_carcinoma,21
OCUM1_STOMACH,gastric_adenocarcinoma,16
MDAMB468_BREAST,breast_carcinoma,6
TT_OESOPHAGUS,esophagus_squamous,44
D263MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
SNU1272_KIDNEY,renal_cell_carcinoma,15
SNU449_LIVER,hepatocellular_carcinoma,40
PANC0813_PANCREAS,exocrine,8
ES6_BONE,Ewing_sarcoma,13
VMCUB1_URINARY_TRACT,bladder_carcinoma,3
BT549_BREAST,breast_ductal_carcinoma,14
HUG1N_STOMACH,gastric_adenocarcinoma,16
CAR1_LARGE_INTESTINE,colorectal_adenocarcinoma,1
BICR6_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
A101D_SKIN,melanoma,2
A704_KIDNEY,renal_cell_carcinoma,15
DANG_PANCREAS,exocrine,8
KMBC2_URINARY_TRACT,bladder_carcinoma,3
HCC78_LUNG,NSCLC,4
42MGBA_CENTRAL_NERVOUS_SYSTEM,glioma,10
DSH1_URINARY_TRACT,bladder_carcinoma,3
U2OS_BONE,osteosarcoma,25
RCCAB_KIDNEY,renal_cell_carcinoma,15
NCIH1417_LUNG,SCLC,30
NCIH1568_LUNG,NSCLC,4
YKG1_CENTRAL_NERVOUS_SYSTEM,glioma,10
SW954_VULVA,cervical_squamous,66
UACC812_BREAST,breast_ductal_carcinoma,14
PSN1_PANCREAS,exocrine,8
LS180_LARGE_INTESTINE,colorectal_adenocarcinoma,1
NCIH647_LUNG,NSCLC,4
HT1197_URINARY_TRACT,bladder_carcinoma,3
DOTC24510_CERVIX,cervical_adenocarcinoma,67
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
SW837_LARGE_INTESTINE,colorectal_adenocarcinoma,1
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
KYSE450_OESOPHAGUS,esophagus_squamous,44
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
GOTO_AUTONOMIC_GANGLIA,neuroblastoma,24
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
SNU16_STOMACH,gastric_adenocarcinoma,16
KYSE520_OESOPHAGUS,esophagus_squamous,44
TGBC24TKB_BILIARY_TRACT,gallbladder_adenocarcinoma,33
VMRCRCW_KIDNEY,renal_cell_carcinoma,15
PANC0403_PANCREAS,exocrine,8
ECGI10_OESOPHAGUS,esophagus_squamous,44
SNU1040_LARGE_INTESTINE,colorectal_adenocarcinoma,1
SCABER_URINARY_TRACT,bladder_carcinoma,3
ES8_BONE,Ewing_sarcoma,13
SNU761_LIVER,hepatocellular_carcinoma,40
HCC56_LARGE_INTESTINE,colorectal_adenocarcinoma,1
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
HS683_CENTRAL_NERVOUS_SYSTEM,glioma,10
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
PATU8902_PANCREAS,exocrine,8
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
HCC2218_BREAST,breast_ductal_carcinoma,14
CAL27_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
IGR39_SKIN,melanoma,2
HCC1954_BREAST,breast_ductal_carcinoma,14
FADU_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
KPL1_BREAST,breast_carcinoma,6
SCLC21H_LUNG,SCLC,30
SKNMC_BONE,Ewing_sarcoma,13
SW780_URINARY_TRACT,bladder_carcinoma,3
NCIH522_LUNG,NSCLC,4
NH6_AUTONOMIC_GANGLIA,neuroblastoma,24
WM1552C_SKIN,melanoma,2
SNU475_LIVER,hepatocellular_carcinoma,40
UACC257_SKIN,melanoma,2
NCIH1048_LUNG,SCLC,30
MZ2MEL_SKIN,melanoma,2
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
SHP77_LUNG,SCLC,30
KNS81FD_CENTRAL_NERVOUS_SYSTEM,glioma,10
NCIH1838_LUNG,NSCLC,4
COLO205_LARGE_INTESTINE,colorectal_adenocarcinoma,1
DU4475_BREAST,breast_carcinoma,6
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
HCC1569_BREAST,breast_carcinoma,6
SNUC5_LARGE_INTESTINE,colorectal_adenocarcinoma,1
SF295_CENTRAL_NERVOUS_SYSTEM,glioma,10
SNU1076_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
HGC27_STOMACH,gastric_adenocarcinoma,16
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
SNU407_LARGE_INTESTINE,colorectal_adenocarcinoma,1
HT29_LARGE_INTESTINE,colorectal_adenocarcinoma,1
HCC70_BREAST,breast_ductal_carcinoma,14
ONS76_CENTRAL_NERVOUS_SYSTEM,medulloblastoma,20
SW1271_LUNG,SCLC,30
HCC1195_LUNG,NSCLC,4
JHU011_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
CW2_LARGE_INTESTINE,colorectal_adenocarcinoma,1
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
COLO680N_OESOPHAGUS,esophagus_squamous,44
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
LU139_LUNG,SCLC,30
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
RH41_SOFT_TISSUE,rhabdomyosarcoma,17
D502MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
PL4_PANCREAS,exocrine,8
SKMEL1_SKIN,melanoma,2
ASPC1_PANCREAS,exocrine,8
PCI30_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
UDSCC2_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
YMB1E_BREAST,breast_ductal_carcinoma,14
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
RT4_URINARY_TRACT,bladder_carcinoma,3
NCIH508_LARGE_INTESTINE,caecum_adenocarcinoma,47
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
FUOV1_OVARY,ovary_adenocarcinoma,5
PATU8988T_PANCREAS,exocrine,8
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
BXPC3_PANCREAS,exocrine,8
ACHN_KIDNEY,renal_cell_carcinoma,15
SNU175_LARGE_INTESTINE,colorectal_adenocarcinoma,1
LK2_LUNG,NSCLC,4
HS578T_BREAST,breast_carcinoma,6
GOS3_CENTRAL_NERVOUS_SYSTEM,glioma,10
CHP134_AUTONOMIC_GANGLIA,neuroblastoma,24
KG1C_CENTRAL_NERVOUS_SYSTEM,glioma,10
GAMG_CENTRAL_NERVOUS_SYSTEM,glioma,10
SNUC1_LARGE_INTESTINE,colorectal_adenocarcinoma,1
NCIH211_LUNG,SCLC,30
NCIH2135_LUNG,NSCLC,4
DOV13_OVARY,ovary_adenocarcinoma,5
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
HT55_LARGE_INTESTINE,colorectal_adenocarcinoma,1
RDES_BONE,Ewing_sarcoma,13
KP3_PANCREAS,exocrine,8
EFM19_BREAST,breast_ductal_carcinoma,14
OACM51_OESOPHAGUS,esophagus_adenocarcinoma,48
JHH1_LIVER,hepatocellular_carcinoma,40
LS1034_LARGE_INTESTINE,colorectal_adenocarcinoma,1
ASH3_THYROID,thyroid_carcinoma,21
NO10_CENTRAL_NERVOUS_SYSTEM,glioma,10
ABC1_LUNG,NSCLC,4
MDAMB175VII_BREAST,breast_ductal_carcinoma,14
P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
SIHA_CERVIX,cervical_carcinoma,54
PK59_PANCREAS,exocrine,8
MCIXC_AUTONOMIC_GANGLIA,Ewing_sarcoma,13
TGBC1TKB_BILIARY_TRACT,gallbladder_adenocarcinoma,33
SNUC4_LARGE_INTESTINE,colorectal_adenocarcinoma,1
SKMEL5_SKIN,melanoma,2
HEC108_ENDOMETRIUM,endometrial_adenocarcinoma,36
RL952_ENDOMETRIUM,endometrial_adenosquamous,60
KM12_LARGE_INTESTINE,colorectal_adenocarcinoma,1
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_unspecified,12
BT474_BREAST,breast_ductal_carcinoma,14
OVCAR5_OVARY,ovary_adenocarcinoma,5
A2058_SKIN,melanoma,2
NCIH727_LUNG,lung_carcinoid,57
WM115_SKIN,melanoma,2
RERFLCAD2_LUNG,NSCLC,4
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
8MGBA_CENTRAL_NERVOUS_SYSTEM,glioma,10
CORL303_LUNG,SCLC,30
K2_SKIN,melanoma,2
LS411N_LARGE_INTESTINE,colorectal_adenocarcinoma,1
NB5_AUTONOMIC_GANGLIA,neuroblastoma,24
RH30_SOFT_TISSUE,rhabdomyosarcoma,17
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
C4I_CERVIX,cervical_carcinoma,54
U118MG_CENTRAL_NERVOUS_SYSTEM,glioma,10
TK10_KIDNEY,kidney,63
ECC10_STOMACH,gastric_small_cell,41
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
MDAMB231_BREAST,breast_carcinoma,6
A673_BONE,Ewing_sarcoma,13
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
639V_URINARY_TRACT,bladder_carcinoma,3
RH1_SOFT_TISSUE,Ewing_sarcoma,13
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
CORL279_LUNG,SCLC,30
HCC15_LUNG,NSCLC,4
A549_LUNG,NSCLC,4
SNU423_LIVER,hepatocellular_carcinoma,40
MHHES1_BONE,Ewing_sarcoma,13
SNU878_LIVER,hepatocellular_carcinoma,40
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
COLO783_SKIN,melanoma,2
SNU8_OVARY,ovary_adenocarcinoma,5
SNU626_CENTRAL_NERVOUS_SYSTEM,glioma,10
KYSE140_OESOPHAGUS,esophagus_squamous,44
NCIH1666_LUNG,NSCLC,4
SNU201_CENTRAL_NERVOUS_SYSTEM,glioma,10
JHU029_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
CGTHW1_THYROID,thyroid_carcinoma,21
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
RERFLCAD1_LUNG,NSCLC,4
NCIH1373_LUNG,NSCLC,4
CROAP3,non_hodgkin_lymphoma,18
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
T47D_BREAST,breast_ductal_carcinoma,14
CAL72_BONE,osteosarcoma,25
KP4_PANCREAS,exocrine,8
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
BFTC909_KIDNEY,renal_cell_carcinoma,15
HS746T_STOMACH,gastric_adenocarcinoma,16
EFM192A_BREAST,breast_adenocarcinoma,29
GT3TKB_STOMACH,NSCLC,4
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,9
MORCPR_LUNG,NSCLC,4
EVSAT_BREAST,breast_carcinoma,6
HUH28_BILIARY_TRACT,cholangiocarcinoma,39
GP2D_LARGE_INTESTINE,colorectal_adenocarcinoma,1
ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
TE4_OESOPHAGUS,esophagus_squamous,44
CAL51_BREAST,breast_carcinoma,6
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
LU135_LUNG,SCLC,30
RCCJW_KIDNEY,renal_cell_carcinoma,15
LB996RCC_KIDNEY,renal_cell_carcinoma,15
MALME3M_SKIN,melanoma,2
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL,7
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
NCIN87_STOMACH,gastric_adenocarcinoma,16
HSC2_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_squamous,38
NCIH2023_LUNG,NSCLC,4
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,23
HCC1833_LUNG,NSCLC,4
SNU5_STOMACH,gastric_adenocarcinoma,16
CAOV4_OVARY,ovary_adenocarcinoma,5
FTC133_THYROID,thyroid_carcinoma,21
EFO27_OVARY,ovary_adenocarcinoma,5
CP67MEL_SKIN,melanoma,2
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
NCIH1703_LUNG,NSCLC,4
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
RCCER_KIDNEY,renal_cell_carcinoma,15
HT1376_URINARY_TRACT,bladder_carcinoma,3
647V_URINARY_TRACT,bladder_carcinoma,3
LOVO_LARGE_INTESTINE,colorectal_adenocarcinoma,1
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
ES4_BONE,Ewing_sarcoma,13
KYM1_SOFT_TISSUE,malignant_rhabdoid_tumor,28
SW1783_CENTRAL_NERVOUS_SYSTEM,glioma,10
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,non_hodgkin_lymphoma,18
CHSA8926_BONE,chondrosarcoma,50
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,glioma,10
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
EW13_BONE,Ewing_sarcoma,13
NB13_AUTONOMIC_GANGLIA,neuroblastoma,24
KGN_OVARY,granulosa_cell_tumor,79
CHSA0108_BONE,chondrosarcoma,50
SKMEL24_SKIN,melanoma,2
RCCFG2_KIDNEY,renal_cell_carcinoma,15
SNU182_LIVER,hepatocellular_carcinoma,40
LMSU_STOMACH,gastric_adenocarcinoma,16
NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NKC,88
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,0
CL34_LARGE_INTESTINE,colorectal_adenocarcinoma,1
OV90_OVARY,ovary_adenocarcinoma,5
HUPT3_PANCREAS,exocrine,8
NCIH1650_LUNG,NSCLC,4
NCIH69_LUNG,SCLC,30
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,hodgkin_lymphoma,22
HCC1937_BREAST,breast_ductal_carcinoma,14
TE14_OESOPHAGUS,esophagus_squamous,44
